Horodatage;Machine;Taux de production (u/min);Température (°C);Pression (bar);Défauts détectés;Énergie Consommée (kWh)
2024-05-19 02:35;Carottage;117;5.2;1.0;Mauvais alignement (0.8%);1.45
2024-05-19 02:40;Étiquetage;116;5.2;1.0;Mauvais alignement (0.8%);1.02
2024-05-19 02:45;Remplissage;127;4.6;1.0;Bulles d'air (2%);2.78
2024-05-19 02:50;Carottage;118;5.6;1.0;Aucun;1.73
2024-05-19 02:55;Soufflage;130;154.3;7.2;Mauvais alignement (0.8%);2.18
2024-05-19 03:00;Carottage;113;6.7;1.0;Fuites (1.5%);1.54
2024-05-19 03:05;Carottage;104;6.1;1.0;Bulles d'air (2%);2.8
2024-05-19 03:10;Carottage;137;5.0;1.0;Bulles d'air (2%);2.05
2024-05-19 03:15;Carottage;133;5.0;1.0;Bulles d'air (2%);2.97
2024-05-19 03:20;Étiquetage;130;5.2;1.0;Fuites (1.5%);1.36
2024-05-19 03:25;Remplissage;147;5.6;1.0;Fuites (1.5%);2.62
2024-05-19 03:30;Soufflage;127;154.3;7.4;Rayures (1%);1.58
2024-05-19 03:35;Soufflage;105;102.8;6.3;Bulles d'air (2%);1.34
2024-05-19 03:40;Soufflage;137;194.9;4.5;Mauvais alignement (0.8%);2.12
2024-05-19 03:45;Remplissage;122;7.4;1.0;Aucun;2.29
2024-05-19 03:50;Étiquetage;122;7.4;1.0;Fuites (1.5%);1.69
2024-05-19 03:55;Étiquetage;134;7.4;1.0;Fuites (1.5%);2.58
2024-05-19 04:00;Soufflage;101;170.9;7.2;Fuites (1.5%);2.68
2024-05-19 04:05;Soufflage;145;175.1;7.7;Rayures (1%);1.66
2024-05-19 04:10;Soufflage;106;161.3;6.3;Bulles d'air (2%);2.59
2024-05-19 04:15;Soufflage;123;140.7;4.9;Aucun;1.31
2024-05-19 04:20;Carottage;103;4.6;1.0;Rayures (1%);2.34
2024-05-19 04:25;Carottage;122;6.3;1.0;Déformation (1%);1.19
2024-05-19 04:30;Carottage;129;6.1;1.0;Bulles d'air (2%);1.8
2024-05-19 04:35;Remplissage;119;5.7;1.0;Déformation (1%);2.64
2024-05-19 04:40;Étiquetage;133;5.7;1.0;Fuites (1.5%);2.84
2024-05-19 04:45;Remplissage;126;6.6;1.0;Mauvais alignement (0.8%);1.76
2024-05-19 04:50;Étiquetage;132;7.3;1.0;Fuites (1.5%);1.8
2024-05-19 04:55;Carottage;136;5.4;1.0;Fuites (1.5%);1.67
2024-05-19 05:00;Étiquetage;150;6.5;1.0;Bulles d'air (2%);2.78
2024-05-19 05:05;Étiquetage;114;7.4;1.0;Aucun;1.57
2024-05-19 05:10;Remplissage;143;5.1;1.0;Déformation (1%);1.56
2024-05-19 05:15;Carottage;118;6.2;1.0;Rayures (1%);1.2
2024-05-19 05:20;Carottage;121;5.5;1.0;Rayures (1%);2.81
2024-05-19 05:25;Soufflage;140;172.3;8.1;Aucun;2.16
2024-05-19 05:30;Étiquetage;113;5.8;1.0;Fuites (1.5%);1.36
2024-05-19 05:35;Soufflage;121;180.5;6.5;Bulles d'air (2%);1.3
2024-05-19 05:40;Carottage;117;7.0;1.0;Aucun;1.94
2024-05-19 05:45;Remplissage;139;7.2;1.0;Déformation (1%);1.16
2024-05-19 05:50;Carottage;134;6.6;1.0;Rayures (1%);1.32
2024-05-19 05:55;Carottage;143;6.2;1.0;Bulles d'air (2%);2.87
2024-05-19 06:00;Remplissage;149;6.8;1.0;Bulles d'air (2%);1.6
2024-05-19 06:05;Carottage;132;5.6;1.0;Bulles d'air (2%);2.04
2024-05-19 06:10;Soufflage;106;124.9;5.7;Fuites (1.5%);1.3
2024-05-19 06:15;Carottage;126;5.9;1.0;Fuites (1.5%);1.87
2024-05-19 06:20;Étiquetage;133;6.0;1.0;Bulles d'air (2%);2.65
2024-05-19 06:25;Étiquetage;118;6.2;1.0;Déformation (1%);1.84
2024-05-19 06:30;Étiquetage;114;7.2;1.0;Rayures (1%);2.03
2024-05-19 06:35;Remplissage;126;5.6;1.0;Fuites (1.5%);1.02
2024-05-19 06:40;Étiquetage;122;5.9;1.0;Déformation (1%);2.97
2024-05-19 06:45;Remplissage;101;5.2;1.0;Déformation (1%);2.16
2024-05-19 06:50;Remplissage;131;5.9;1.0;Mauvais alignement (0.8%);2.04
2024-05-19 06:55;Étiquetage;136;5.1;1.0;Rayures (1%);1.8
2024-05-19 07:00;Soufflage;150;197.3;7.5;Rayures (1%);2.5
2024-05-19 07:05;Carottage;102;5.2;1.0;Rayures (1%);1.03
2024-05-19 07:10;Soufflage;107;161.8;5.6;Bulles d'air (2%);1.31
2024-05-19 07:15;Remplissage;110;5.2;1.0;Bulles d'air (2%);1.63
2024-05-19 07:20;Étiquetage;120;7.2;1.0;Aucun;1.54
2024-05-19 07:25;Étiquetage;148;5.0;1.0;Fuites (1.5%);1.03
2024-05-19 07:30;Carottage;127;6.4;1.0;Aucun;1.13
2024-05-19 07:35;Carottage;134;7.5;1.0;Bulles d'air (2%);1.94
2024-05-19 07:40;Remplissage;118;6.1;1.0;Fuites (1.5%);1.66
2024-05-19 07:45;Carottage;139;5.0;1.0;Déformation (1%);2.68
2024-05-19 07:50;Remplissage;116;7.1;1.0;Fuites (1.5%);2.06
2024-05-19 07:55;Remplissage;143;4.7;1.0;Fuites (1.5%);1.97
2024-05-19 08:00;Étiquetage;147;6.1;1.0;Aucun;2.99
2024-05-19 08:05;Remplissage;121;7.2;1.0;Mauvais alignement (0.8%);1.71
2024-05-19 08:10;Carottage;124;5.9;1.0;Mauvais alignement (0.8%);2.09
2024-05-19 08:15;Remplissage;144;4.9;1.0;Fuites (1.5%);2.64
2024-05-19 08:20;Étiquetage;128;6.1;1.0;Bulles d'air (2%);2.28
2024-05-19 08:25;Remplissage;105;4.9;1.0;Mauvais alignement (0.8%);2.09
2024-05-19 08:30;Étiquetage;100;4.5;1.0;Fuites (1.5%);1.85
2024-05-19 08:35;Étiquetage;140;4.6;1.0;Rayures (1%);2.05
2024-05-19 08:40;Soufflage;102;113.5;4.5;Rayures (1%);2.6
2024-05-19 08:45;Étiquetage;107;4.5;1.0;Déformation (1%);2.33
2024-05-19 08:50;Étiquetage;147;6.3;1.0;Mauvais alignement (0.8%);2.98
2024-05-19 08:55;Remplissage;102;6.5;1.0;Déformation (1%);2.24
2024-05-19 09:00;Carottage;117;4.9;1.0;Rayures (1%);2.51
2024-05-19 09:05;Étiquetage;149;5.5;1.0;Aucun;1.73
2024-05-19 09:10;Soufflage;106;133.7;8.3;Fuites (1.5%);2.6
2024-05-19 09:15;Étiquetage;146;6.8;1.0;Rayures (1%);1.19
2024-05-19 09:20;Remplissage;143;5.0;1.0;Rayures (1%);1.25
2024-05-19 09:25;Soufflage;116;142.5;7.3;Fuites (1.5%);1.63
2024-05-19 09:30;Étiquetage;135;5.0;1.0;Mauvais alignement (0.8%);1.71
2024-05-19 09:35;Étiquetage;146;7.1;1.0;Déformation (1%);2.13
2024-05-19 09:40;Étiquetage;102;4.9;1.0;Fuites (1.5%);1.98
2024-05-19 09:45;Carottage;121;7.2;1.0;Rayures (1%);2.9
2024-05-19 09:50;Soufflage;143;149.9;7.0;Bulles d'air (2%);1.62
2024-05-19 09:55;Remplissage;119;4.5;1.0;Bulles d'air (2%);1.41
2024-05-19 10:00;Carottage;144;6.7;1.0;Aucun;2.1
2024-05-19 10:05;Étiquetage;108;6.0;1.0;Fuites (1.5%);1.24
2024-05-19 10:10;Soufflage;115;115.3;6.6;Bulles d'air (2%);1.36
2024-05-19 10:15;Soufflage;112;141.8;6.5;Aucun;1.89
2024-05-19 10:20;Carottage;125;4.7;1.0;Bulles d'air (2%);2.99
2024-05-19 10:25;Soufflage;133;116.6;4.8;Mauvais alignement (0.8%);2.75
2024-05-19 10:30;Remplissage;122;6.9;1.0;Aucun;1.74
2024-05-19 10:35;Carottage;115;6.2;1.0;Déformation (1%);2.8
2024-05-19 10:40;Étiquetage;128;6.3;1.0;Fuites (1.5%);2.44
2024-05-19 10:45;Carottage;107;7.4;1.0;Fuites (1.5%);1.81
2024-05-19 10:50;Remplissage;129;7.0;1.0;Aucun;1.67
2024-05-19 10:55;Étiquetage;122;4.9;1.0;Aucun;2.1
2024-05-19 11:00;Étiquetage;143;6.0;1.0;Aucun;1.27
2024-05-19 11:05;Carottage;140;4.5;1.0;Aucun;2.31
2024-05-19 11:10;Carottage;143;6.8;1.0;Fuites (1.5%);1.82
2024-05-19 11:15;Remplissage;124;5.1;1.0;Rayures (1%);1.04
2024-05-19 11:20;Soufflage;101;103.3;6.0;Déformation (1%);2.45
2024-05-19 11:25;Carottage;101;4.5;1.0;Aucun;1.9
2024-05-19 11:30;Remplissage;118;5.8;1.0;Mauvais alignement (0.8%);2.34
2024-05-19 11:35;Étiquetage;121;5.2;1.0;Fuites (1.5%);1.18
2024-05-19 11:40;Remplissage;136;5.7;1.0;Aucun;2.03
2024-05-19 11:45;Soufflage;142;198.9;5.1;Déformation (1%);2.9
2024-05-19 11:50;Soufflage;148;171.7;7.3;Déformation (1%);2.71
2024-05-19 11:55;Étiquetage;117;5.2;1.0;Bulles d'air (2%);1.28
2024-05-19 12:00;Étiquetage;136;6.3;1.0;Mauvais alignement (0.8%);2.05
2024-05-19 12:05;Remplissage;115;7.1;1.0;Mauvais alignement (0.8%);1.27
2024-05-19 12:10;Étiquetage;100;6.7;1.0;Mauvais alignement (0.8%);1.69
2024-05-19 12:15;Remplissage;144;5.8;1.0;Bulles d'air (2%);1.13
2024-05-19 12:20;Étiquetage;119;5.0;1.0;Aucun;1.98
2024-05-19 12:25;Carottage;102;7.0;1.0;Mauvais alignement (0.8%);2.47
2024-05-19 12:30;Carottage;134;5.5;1.0;Fuites (1.5%);2.24
2024-05-19 12:35;Carottage;115;5.7;1.0;Mauvais alignement (0.8%);1.53
2024-05-19 12:40;Carottage;124;5.5;1.0;Rayures (1%);1.18
2024-05-19 12:45;Étiquetage;138;6.0;1.0;Déformation (1%);2.2
2024-05-19 12:50;Remplissage;123;7.5;1.0;Déformation (1%);1.64
2024-05-19 12:55;Remplissage;100;5.0;1.0;Rayures (1%);1.54
2024-05-19 13:00;Soufflage;149;182.7;6.5;Fuites (1.5%);2.31
2024-05-19 13:05;Soufflage;117;165.2;8.3;Bulles d'air (2%);1.41
2024-05-19 13:10;Remplissage;143;6.4;1.0;Bulles d'air (2%);1.77
2024-05-19 13:15;Remplissage;128;6.9;1.0;Aucun;2.72
2024-05-19 13:20;Remplissage;112;7.2;1.0;Aucun;1.71
2024-05-19 13:25;Étiquetage;135;5.9;1.0;Mauvais alignement (0.8%);1.73
2024-05-19 13:30;Remplissage;131;4.6;1.0;Rayures (1%);2.43
2024-05-19 13:35;Soufflage;108;164.4;5.8;Mauvais alignement (0.8%);1.79
2024-05-19 13:40;Carottage;107;5.2;1.0;Mauvais alignement (0.8%);2.66
2024-05-19 13:45;Soufflage;115;128.0;6.0;Mauvais alignement (0.8%);1.02
2024-05-19 13:50;Carottage;117;6.6;1.0;Déformation (1%);2.99
2024-05-19 13:55;Carottage;131;6.8;1.0;Fuites (1.5%);2.42
2024-05-19 14:00;Carottage;148;6.0;1.0;Fuites (1.5%);1.45
2024-05-19 14:05;Soufflage;120;131.8;5.0;Déformation (1%);1.52
2024-05-19 14:10;Carottage;121;6.3;1.0;Aucun;2.58
2024-05-19 14:15;Carottage;102;5.1;1.0;Fuites (1.5%);2.53
2024-05-19 14:20;Carottage;150;5.7;1.0;Déformation (1%);2.27
2024-05-19 14:25;Carottage;146;4.6;1.0;Rayures (1%);1.82
2024-05-19 14:30;Remplissage;101;5.3;1.0;Aucun;1.58
2024-05-19 14:35;Carottage;129;4.6;1.0;Fuites (1.5%);1.69
2024-05-19 14:40;Étiquetage;149;6.1;1.0;Déformation (1%);1.43
2024-05-19 14:45;Soufflage;105;192.1;5.7;Bulles d'air (2%);1.04
2024-05-19 14:50;Carottage;134;6.3;1.0;Mauvais alignement (0.8%);2.41
2024-05-19 14:55;Carottage;130;6.1;1.0;Bulles d'air (2%);1.89
2024-05-19 15:00;Remplissage;109;6.7;1.0;Fuites (1.5%);1.42
2024-05-19 15:05;Remplissage;141;6.2;1.0;Rayures (1%);2.9
2024-05-19 15:10;Soufflage;117;150.9;7.4;Aucun;2.43
2024-05-19 15:15;Soufflage;114;157.2;4.9;Aucun;1.7
2024-05-19 15:20;Soufflage;110;129.0;6.6;Fuites (1.5%);1.13
2024-05-19 15:25;Remplissage;126;5.7;1.0;Mauvais alignement (0.8%);2.84
2024-05-19 15:30;Soufflage;118;173.3;7.2;Aucun;2.58
2024-05-19 15:35;Étiquetage;114;6.0;1.0;Rayures (1%);2.37
2024-05-19 15:40;Étiquetage;136;4.5;1.0;Rayures (1%);2.61
2024-05-19 15:45;Remplissage;148;6.0;1.0;Mauvais alignement (0.8%);2.89
2024-05-19 15:50;Soufflage;129;105.8;7.4;Fuites (1.5%);1.7
2024-05-19 15:55;Remplissage;138;7.3;1.0;Fuites (1.5%);2.91
2024-05-19 16:00;Soufflage;110;100.3;7.8;Fuites (1.5%);2.94
2024-05-19 16:05;Carottage;121;6.8;1.0;Aucun;2.17
2024-05-19 16:10;Étiquetage;123;5.5;1.0;Aucun;1.45
2024-05-19 16:15;Carottage;111;6.7;1.0;Rayures (1%);2.93
2024-05-19 16:20;Carottage;130;7.0;1.0;Déformation (1%);1.73
2024-05-19 16:25;Étiquetage;111;5.8;1.0;Aucun;1.85
2024-05-19 16:30;Étiquetage;118;4.7;1.0;Rayures (1%);2.12
2024-05-19 16:35;Soufflage;141;123.9;5.2;Fuites (1.5%);1.68
2024-05-19 16:40;Soufflage;136;115.6;5.3;Mauvais alignement (0.8%);2.63
2024-05-19 16:45;Remplissage;149;5.5;1.0;Bulles d'air (2%);2.35
2024-05-19 16:50;Soufflage;150;172.3;6.1;Déformation (1%);2.24
2024-05-19 16:55;Soufflage;108;195.6;4.6;Déformation (1%);1.01
2024-05-19 17:00;Remplissage;130;6.0;1.0;Aucun;2.92
2024-05-19 17:05;Soufflage;106;106.6;5.4;Rayures (1%);1.22
2024-05-19 17:10;Soufflage;143;129.1;7.1;Rayures (1%);1.14
2024-05-19 17:15;Remplissage;135;7.0;1.0;Aucun;2.1
2024-05-19 17:20;Carottage;105;5.0;1.0;Rayures (1%);1.01
2024-05-19 17:25;Carottage;149;4.8;1.0;Bulles d'air (2%);1.48
2024-05-19 17:30;Carottage;126;4.8;1.0;Aucun;2.62
2024-05-19 17:35;Remplissage;116;7.4;1.0;Déformation (1%);1.94
2024-05-19 17:40;Carottage;112;6.4;1.0;Rayures (1%);1.03
2024-05-19 17:45;Carottage;139;4.8;1.0;Fuites (1.5%);1.15
2024-05-19 17:50;Carottage;107;6.1;1.0;Bulles d'air (2%);2.89
2024-05-19 17:55;Soufflage;128;112.4;5.5;Mauvais alignement (0.8%);2.46
2024-05-19 18:00;Remplissage;124;6.1;1.0;Mauvais alignement (0.8%);1.26
2024-05-19 18:05;Soufflage;147;187.0;7.0;Mauvais alignement (0.8%);2.38
2024-05-19 18:10;Remplissage;106;5.4;1.0;Mauvais alignement (0.8%);2.91
2024-05-19 18:15;Remplissage;141;4.8;1.0;Mauvais alignement (0.8%);1.72
2024-05-19 18:20;Remplissage;132;6.7;1.0;Mauvais alignement (0.8%);2.17
2024-05-19 18:25;Remplissage;132;7.1;1.0;Bulles d'air (2%);2.58
2024-05-19 18:30;Carottage;105;6.8;1.0;Fuites (1.5%);1.04
2024-05-19 18:35;Remplissage;147;5.8;1.0;Fuites (1.5%);2.66
2024-05-19 18:40;Étiquetage;116;6.7;1.0;Bulles d'air (2%);2.88
2024-05-19 18:45;Étiquetage;142;7.1;1.0;Rayures (1%);1.18
2024-05-19 18:50;Étiquetage;104;5.1;1.0;Mauvais alignement (0.8%);2.95
2024-05-19 18:55;Soufflage;104;175.2;6.1;Mauvais alignement (0.8%);2.42
2024-05-19 19:00;Soufflage;123;116.3;4.6;Rayures (1%);1.56
2024-05-19 19:05;Étiquetage;116;5.3;1.0;Aucun;1.47
2024-05-19 19:10;Carottage;132;5.1;1.0;Rayures (1%);2.66
2024-05-19 19:15;Étiquetage;107;4.9;1.0;Bulles d'air (2%);2.85
2024-05-19 19:20;Soufflage;123;144.2;5.4;Bulles d'air (2%);2.05
2024-05-19 19:25;Remplissage;108;6.5;1.0;Mauvais alignement (0.8%);2.93
2024-05-19 19:30;Remplissage;140;5.2;1.0;Rayures (1%);1.59
2024-05-19 19:35;Remplissage;107;7.5;1.0;Bulles d'air (2%);1.2
2024-05-19 19:40;Étiquetage;137;6.5;1.0;Déformation (1%);2.51
2024-05-19 19:45;Soufflage;137;163.8;7.7;Bulles d'air (2%);2.5
2024-05-19 19:50;Carottage;123;5.4;1.0;Bulles d'air (2%);2.83
2024-05-19 19:55;Carottage;107;5.6;1.0;Fuites (1.5%);2.14
2024-05-19 20:00;Remplissage;128;6.5;1.0;Fuites (1.5%);1.79
2024-05-19 20:05;Carottage;138;5.3;1.0;Rayures (1%);2.19
2024-05-19 20:10;Étiquetage;136;5.0;1.0;Mauvais alignement (0.8%);2.56
2024-05-19 20:15;Soufflage;133;120.7;6.3;Mauvais alignement (0.8%);1.69
2024-05-19 20:20;Soufflage;149;129.4;5.8;Bulles d'air (2%);2.82
2024-05-19 20:25;Carottage;125;6.6;1.0;Aucun;2.55
2024-05-19 20:30;Soufflage;150;132.2;6.2;Déformation (1%);1.5
2024-05-19 20:35;Remplissage;118;6.0;1.0;Rayures (1%);1.47
2024-05-19 20:40;Soufflage;147;184.8;5.7;Fuites (1.5%);1.39
2024-05-19 20:45;Remplissage;105;5.7;1.0;Fuites (1.5%);1.86
2024-05-19 20:50;Soufflage;146;125.2;5.5;Mauvais alignement (0.8%);2.28
2024-05-19 20:55;Soufflage;100;156.5;5.4;Déformation (1%);2.28
2024-05-19 21:00;Étiquetage;141;7.5;1.0;Déformation (1%);2.07
2024-05-19 21:05;Soufflage;141;191.2;7.4;Mauvais alignement (0.8%);2.1
2024-05-19 21:10;Étiquetage;138;6.9;1.0;Mauvais alignement (0.8%);1.6
2024-05-19 21:15;Carottage;125;5.9;1.0;Bulles d'air (2%);2.5
2024-05-19 21:20;Carottage;141;4.6;1.0;Déformation (1%);1.59
2024-05-19 21:25;Étiquetage;106;5.1;1.0;Fuites (1.5%);2.41
2024-05-19 21:30;Soufflage;140;140.5;6.9;Rayures (1%);1.85
2024-05-19 21:35;Carottage;145;7.0;1.0;Déformation (1%);1.09
2024-05-19 21:40;Soufflage;110;138.7;4.9;Bulles d'air (2%);2.28
2024-05-19 21:45;Carottage;140;7.2;1.0;Mauvais alignement (0.8%);1.59
2024-05-19 21:50;Soufflage;109;185.9;5.4;Rayures (1%);1.88
2024-05-19 21:55;Remplissage;124;6.5;1.0;Déformation (1%);2.8
2024-05-19 22:00;Soufflage;149;190.8;6.3;Fuites (1.5%);2.89
2024-05-19 22:05;Carottage;150;4.5;1.0;Fuites (1.5%);1.35
2024-05-19 22:10;Soufflage;105;157.4;6.5;Déformation (1%);1.26
2024-05-19 22:15;Étiquetage;118;6.9;1.0;Déformation (1%);1.95
2024-05-19 22:20;Remplissage;104;6.7;1.0;Aucun;1.6
2024-05-19 22:25;Remplissage;105;7.2;1.0;Déformation (1%);1.26
2024-05-19 22:30;Soufflage;124;131.0;5.7;Rayures (1%);1.34
2024-05-19 22:35;Carottage;120;7.1;1.0;Fuites (1.5%);1.56
2024-05-19 22:40;Soufflage;144;190.9;6.8;Bulles d'air (2%);2.25
2024-05-19 22:45;Soufflage;111;108.5;5.7;Mauvais alignement (0.8%);1.89
2024-05-19 22:50;Étiquetage;132;4.9;1.0;Bulles d'air (2%);2.5
2024-05-19 22:55;Carottage;129;6.1;1.0;Rayures (1%);2.57
2024-05-19 23:00;Carottage;127;6.3;1.0;Aucun;1.78
2024-05-19 23:05;Remplissage;137;4.9;1.0;Bulles d'air (2%);1.25
2024-05-19 23:10;Étiquetage;102;5.9;1.0;Bulles d'air (2%);1.53
2024-05-19 23:15;Soufflage;140;163.5;4.5;Aucun;1.05
2024-05-19 23:20;Soufflage;110;117.6;6.8;Fuites (1.5%);2.81
2024-05-19 23:25;Carottage;124;5.6;1.0;Aucun;1.18
2024-05-19 23:30;Carottage;144;5.8;1.0;Mauvais alignement (0.8%);2.89
2024-05-19 23:35;Carottage;135;4.8;1.0;Bulles d'air (2%);1.35
2024-05-19 23:40;Étiquetage;107;4.6;1.0;Bulles d'air (2%);2.17
2024-05-19 23:45;Soufflage;113;177.1;6.2;Fuites (1.5%);1.01
2024-05-19 23:50;Remplissage;132;6.8;1.0;Déformation (1%);2.84
2024-05-19 23:55;Étiquetage;136;5.9;1.0;Fuites (1.5%);2.52
2024-05-20 00:00;Remplissage;117;4.8;1.0;Déformation (1%);2.26
2024-05-20 00:05;Soufflage;114;171.1;7.5;Fuites (1.5%);1.06
2024-05-20 00:10;Soufflage;129;152.0;4.5;Aucun;1.75
2024-05-20 00:15;Carottage;135;6.4;1.0;Fuites (1.5%);2.52
2024-05-20 00:20;Carottage;102;5.7;1.0;Fuites (1.5%);1.24
2024-05-20 00:25;Étiquetage;113;7.4;1.0;Fuites (1.5%);2.97
2024-05-20 00:30;Remplissage;112;6.8;1.0;Bulles d'air (2%);2.13
2024-05-20 00:35;Remplissage;133;7.2;1.0;Rayures (1%);1.83
2024-05-20 00:40;Étiquetage;144;4.8;1.0;Rayures (1%);2.54
2024-05-20 00:45;Carottage;101;7.3;1.0;Rayures (1%);1.8
2024-05-20 00:50;Étiquetage;140;4.7;1.0;Bulles d'air (2%);1.68
2024-05-20 00:55;Carottage;105;6.2;1.0;Aucun;2.07
2024-05-20 01:00;Soufflage;103;198.1;8.4;Déformation (1%);2.47
2024-05-20 01:05;Étiquetage;129;6.5;1.0;Fuites (1.5%);2.86
2024-05-20 01:10;Étiquetage;149;4.6;1.0;Bulles d'air (2%);1.48
2024-05-20 01:15;Étiquetage;140;7.4;1.0;Déformation (1%);1.24
2024-05-20 01:20;Remplissage;134;5.9;1.0;Déformation (1%);2.89
2024-05-20 01:25;Remplissage;146;4.9;1.0;Rayures (1%);1.64
2024-05-20 01:30;Remplissage;134;6.2;1.0;Aucun;2.83
2024-05-20 01:35;Étiquetage;117;6.4;1.0;Aucun;2.6
2024-05-20 01:40;Carottage;132;4.7;1.0;Mauvais alignement (0.8%);2.35
2024-05-20 01:45;Étiquetage;106;6.0;1.0;Bulles d'air (2%);1.51
2024-05-20 01:50;Soufflage;145;112.9;8.4;Bulles d'air (2%);2.02
2024-05-20 01:55;Étiquetage;111;7.0;1.0;Aucun;1.18
2024-05-20 02:00;Soufflage;142;147.5;6.8;Fuites (1.5%);1.93
2024-05-20 02:05;Remplissage;133;5.5;1.0;Mauvais alignement (0.8%);2.92
2024-05-20 02:10;Étiquetage;125;4.7;1.0;Aucun;1.83
2024-05-20 02:15;Remplissage;137;4.8;1.0;Déformation (1%);2.71
2024-05-20 02:20;Soufflage;103;112.7;5.6;Rayures (1%);1.64
2024-05-20 02:25;Étiquetage;142;5.7;1.0;Mauvais alignement (0.8%);2.94
2024-05-20 02:30;Soufflage;145;115.1;7.6;Fuites (1.5%);2.0
2024-05-20 02:35;Carottage;102;5.2;1.0;Aucun;2.89
2024-05-20 02:40;Étiquetage;126;5.3;1.0;Fuites (1.5%);2.04
2024-05-20 02:45;Remplissage;149;6.6;1.0;Fuites (1.5%);1.1
2024-05-20 02:50;Étiquetage;120;7.3;1.0;Bulles d'air (2%);2.14
2024-05-20 02:55;Carottage;100;4.5;1.0;Bulles d'air (2%);1.15
2024-05-20 03:00;Soufflage;132;165.7;5.2;Rayures (1%);2.44
2024-05-20 03:05;Soufflage;104;172.1;6.7;Mauvais alignement (0.8%);2.46
2024-05-20 03:10;Carottage;148;5.4;1.0;Déformation (1%);1.11
2024-05-20 03:15;Carottage;112;5.5;1.0;Fuites (1.5%);2.09
2024-05-20 03:20;Étiquetage;125;5.1;1.0;Bulles d'air (2%);2.21
2024-05-20 03:25;Carottage;116;6.5;1.0;Bulles d'air (2%);1.19
2024-05-20 03:30;Étiquetage;150;4.8;1.0;Aucun;1.24
2024-05-20 03:35;Étiquetage;140;6.1;1.0;Rayures (1%);2.26
2024-05-20 03:40;Carottage;102;6.8;1.0;Aucun;2.21
2024-05-20 03:45;Carottage;146;5.1;1.0;Fuites (1.5%);2.84
2024-05-20 03:50;Carottage;119;5.2;1.0;Bulles d'air (2%);1.04
2024-05-20 03:55;Carottage;146;7.2;1.0;Fuites (1.5%);1.8
2024-05-20 04:00;Remplissage;124;6.0;1.0;Bulles d'air (2%);2.06
2024-05-20 04:05;Carottage;142;6.2;1.0;Bulles d'air (2%);2.65
2024-05-20 04:10;Soufflage;130;179.2;7.6;Déformation (1%);2.52
2024-05-20 04:15;Étiquetage;120;4.5;1.0;Déformation (1%);2.38
2024-05-20 04:20;Carottage;123;5.0;1.0;Rayures (1%);2.62
2024-05-20 04:25;Étiquetage;107;6.2;1.0;Rayures (1%);1.74
2024-05-20 04:30;Soufflage;150;106.6;5.9;Rayures (1%);1.74
2024-05-20 04:35;Étiquetage;143;5.9;1.0;Mauvais alignement (0.8%);2.41
2024-05-20 04:40;Étiquetage;144;7.0;1.0;Mauvais alignement (0.8%);1.51
2024-05-20 04:45;Remplissage;131;5.1;1.0;Mauvais alignement (0.8%);2.1
2024-05-20 04:50;Carottage;105;5.4;1.0;Déformation (1%);2.6
2024-05-20 04:55;Soufflage;132;142.6;7.0;Mauvais alignement (0.8%);2.83
2024-05-20 05:00;Étiquetage;135;5.1;1.0;Rayures (1%);1.43
2024-05-20 05:05;Remplissage;150;4.6;1.0;Fuites (1.5%);2.86
2024-05-20 05:10;Soufflage;114;144.0;4.6;Déformation (1%);1.71
2024-05-20 05:15;Étiquetage;113;4.8;1.0;Bulles d'air (2%);2.35
2024-05-20 05:20;Étiquetage;130;6.8;1.0;Mauvais alignement (0.8%);2.66
2024-05-20 05:25;Soufflage;128;143.0;6.3;Rayures (1%);2.94
2024-05-20 05:30;Étiquetage;147;4.8;1.0;Rayures (1%);1.18
2024-05-20 05:35;Étiquetage;149;6.8;1.0;Rayures (1%);1.85
2024-05-20 05:40;Soufflage;131;109.5;4.6;Déformation (1%);2.57
2024-05-20 05:45;Remplissage;106;4.8;1.0;Rayures (1%);1.71
2024-05-20 05:50;Étiquetage;142;6.7;1.0;Fuites (1.5%);1.51
2024-05-20 05:55;Étiquetage;107;6.4;1.0;Rayures (1%);1.45
2024-05-20 06:00;Soufflage;127;195.2;7.5;Bulles d'air (2%);1.86
2024-05-20 06:05;Étiquetage;137;7.2;1.0;Rayures (1%);1.54
2024-05-20 06:10;Soufflage;135;139.0;4.8;Fuites (1.5%);2.66
2024-05-20 06:15;Soufflage;146;161.0;4.8;Déformation (1%);2.97
2024-05-20 06:20;Soufflage;134;186.6;6.9;Mauvais alignement (0.8%);2.42
2024-05-20 06:25;Remplissage;115;7.5;1.0;Fuites (1.5%);2.29
2024-05-20 06:30;Étiquetage;120;5.4;1.0;Rayures (1%);2.32
2024-05-20 06:35;Soufflage;132;193.3;5.6;Bulles d'air (2%);1.52
2024-05-20 06:40;Soufflage;147;127.7;7.9;Mauvais alignement (0.8%);2.65
2024-05-20 06:45;Remplissage;114;6.2;1.0;Rayures (1%);1.05
2024-05-20 06:50;Remplissage;107;6.8;1.0;Rayures (1%);2.61
2024-05-20 06:55;Étiquetage;114;4.7;1.0;Déformation (1%);1.32
2024-05-20 07:00;Soufflage;137;179.2;7.2;Mauvais alignement (0.8%);2.77
2024-05-20 07:05;Remplissage;141;7.3;1.0;Fuites (1.5%);1.26
2024-05-20 07:10;Soufflage;139;115.6;7.1;Fuites (1.5%);2.81
